20231126-162524:24,0.1
20231126-162525:24,0.3
20231126-162526:24,0.3
20231126-162527:24,0.3
20231126-162528:24,0.4
20231126-162529:24,0.2
20231126-162530:24,0.3
20231126-162531:24,0.2
